date,team_1,team_2,result_1,result_2,map_winner,
2018-12-18,FURIA,Rogue,10,16,2,
2018-12-18,FURIA,Rogue,14,16,2,
2018-12-18,FURIA,Rogue,16,10,1,
2018-12-18,ALTERNATE aTTaX,Valiance,8,16,2,
2018-12-18,Vitality,G2,5,16,2,
2018-12-18,Vitality,G2,11,16,2,
2018-12-18,Vitality,G2,16,12,1,
2018-12-18,k1ck,OFFSET,12,16,2,
2018-12-18,k1ck,OFFSET,14,16,2,
2018-12-18,Winstrike,x6tence Galaxy,22,18,1,
2018-12-18,Winstrike,x6tence Galaxy,17,19,2,
2018-12-18,Vexed,Red Reserve,3,16,2,
2018-12-18,Vexed,Red Reserve,14,16,2,
2018-12-18,Winstrike,x6tence Galaxy,13,16,2,
2018-12-18,Vitality,Vega Squadron,16,14,1,
2018-12-18,Virtus.pro,AGO,10,16,2,
2018-12-18,Nemiga,x6tence Galaxy,14,16,2,
2018-12-18,Virtus.pro,AGO,22,25,2,
2018-12-18,x-kom,Bpro,16,11,1,
2018-12-18,NoChance,SJ,16,8,1,
2018-12-18,NoChance,SJ,4,16,2,
2018-12-18,NoChance,SJ,16,13,1,
2018-12-18,Bpro,PANTHERS,11,16,2,
2018-12-18,Bpro,PANTHERS,16,14,1,
2018-12-18,Bpro,PANTHERS,16,6,1,
2018-12-18,Nemiga,x6tence Galaxy,16,19,2,
2018-12-18,Nemiga,x6tence Galaxy,16,2,1,
2018-12-18,pro100,AVANGAR,6,16,2,
2018-12-18,pro100,AVANGAR,9,16,2,
2018-12-18,GUNRUNNERS,HAVU,16,12,1,
2018-12-18,GUNRUNNERS,HAVU,16,13,1,
2018-12-18,x-kom,Bpro,8,16,2,
2018-12-18,x-kom,Bpro,14,16,2,
2018-12-17,HAVU,x6tence Galaxy,12,16,2,
2018-12-17,DreamEaters,Windigo Academy,16,2,1,
2018-12-17,DreamEaters,Windigo Academy,16,14,1,
2018-12-17,SJ,Bpro,16,14,1,
2018-12-17,SJ,Bpro,9,16,2,
2018-12-17,SJ,Bpro,16,12,1,
2018-12-17,Valiance,Vexed,16,12,1,
2018-12-17,Valiance,Vexed,16,10,1,
2018-12-17,Complexity,TeamOne,14,16,2,
2018-12-17,HAVU,x6tence Galaxy,16,12,1,
2018-12-17,HAVU,x6tence Galaxy,14,16,2,
2018-12-17,ALTERNATE aTTaX,3DMAX,16,3,1,
2018-12-17,ALTERNATE aTTaX,3DMAX,11,16,2,
2018-12-17,Complexity,TeamOne,16,14,1,
2018-12-17,Complexity,TeamOne,16,10,1,
2018-12-17,Gambit,pro100,12,16,2,
2018-12-17,DreamEaters,Windigo Academy,8,16,2,
2018-12-17,OpTic,Spirit,8,16,2,
2018-12-17,Gambit,pro100,5,16,2,
2018-12-17,Chaos,x-kom,16,13,1,
2018-12-17,DETONA,NOORG,16,4,1,
2018-12-17,DETONA,NOORG,16,8,1,
2018-12-17,Gambit,pro100,16,2,1,
2018-12-17,Windigo,HAVU,16,9,1,
2018-12-17,Red Reserve,Heroic,19,17,1,
2018-12-17,Red Reserve,Heroic,16,12,1,
2018-12-17,Chaos,x-kom,16,8,1,
2018-12-17,Windigo,HAVU,16,8,1,
2018-12-17,GoodJob,LAN DODGERS,16,9,1,
2018-12-17,EURONICS,x6tence Galaxy,3,16,2,
2018-12-17,EURONICS,x6tence Galaxy,19,16,1,
2018-12-17,OpTic,Spirit,8,16,2,
2018-12-17,OpTic,Spirit,16,12,1,
2018-12-17,GoodJob,LAN DODGERS,16,11,1,
2018-12-16,eUnited,Rogue,15,19,2,
2018-12-16,AGO,Winstrike,6,16,2,
2018-12-16,AGO,Winstrike,13,16,2,
2018-12-16,TNC,Alpha Red,19,15,1,
2018-12-16,TNC,Alpha Red,17,19,2,
2018-12-16,Duck Nutz,Rejected,12,16,2,
2018-12-16,eUnited,Rogue,4,16,2,
2018-12-16,Duck Nutz,Rejected,0,16,2,
2018-12-16,Ghost,FURIA,6,16,2,
2018-12-16,Ghost,FURIA,4,16,2,
2018-12-16,Vitality,NoChance,4,16,2,
2018-12-16,Vitality,NoChance,16,11,1,
2018-12-16,TNC,Alpha Red,10,16,2,
2018-12-16,Vitality,NoChance,16,5,1,
2018-12-16,Spirit,Winstrike,16,14,1,
2018-12-16,Dragons,Giants,14,16,2,
2018-12-16,DETONA,W7M,16,3,1,
2018-12-16,DETONA,W7M,16,3,1,
2018-12-16,Spirit,Winstrike,4,16,2,
2018-12-16,Spirit,Winstrike,16,9,1,
2018-12-16,DETONA,W7M,10,16,2,
2018-12-16,Granit,Flow,7,16,2,
2018-12-16,Granit,Flow,19,17,1,
2018-12-16,Granit,Flow,12,16,2,
2018-12-16,Dragons,Giants,11,16,2,
2018-12-15,Astralis,MIBR,16,7,1,
2018-12-15,G2,Sharks,16,0,1,
2018-12-15,GUNRUNNERS,eSuba,16,4,1,
2018-12-15,GUNRUNNERS,eSuba,16,6,1,
2018-12-15,Sprout,expert,14,16,2,
2018-12-15,Sprout,expert,7,16,2,
2018-12-15,Natus Vincere,Cloud9,16,10,1,
2018-12-15,Astralis,NiP,16,11,1,
2018-12-15,FaZe,MIBR,15,15,2,
2018-12-15,G2,Sharks,6,16,2,
2018-12-15,G2,Sharks,16,4,1,
2018-12-15,Chiefs,ORDER,7,16,2,
2018-12-15,PANTHERS,ALTERNATE aTTaX,17,19,2,
2018-12-15,PANTHERS,ALTERNATE aTTaX,17,19,2,
2018-12-15,GUNRUNNERS,Brute,16,13,1,
2018-12-15,GUNRUNNERS,Brute,16,5,1,
2018-12-15,Chiefs,ORDER,2,16,2,
2018-12-15,Chiefs,ORDER,16,13,1,
2018-12-15,Chiefs,ORDER,5,16,2,
2018-12-15,NiP,Cloud9,14,16,2,
2018-12-15,Singularity,Envy,8,16,2,
2018-12-15,Singularity,Envy,8,16,2,
2018-12-15,FaZe,Natus Vincere,13,16,2,
2018-12-15,G2,fnatic,14,16,2,
2018-12-15,MIBR,Natus Vincere,16,2,1,
2018-12-15,ALTERNATE aTTaX,expert,17,19,2,
2018-12-15,Movistar Riders,Giants,14,16,2,
2018-12-15,Movistar Riders,Giants,14,16,2,
2018-12-15,G2,fnatic,11,16,2,
2018-12-15,Astralis,Cloud9,16,14,1,
2018-12-15,Astralis,Natus Vincere,7,16,2,
2018-12-15,Astralis,Natus Vincere,16,9,1,
2018-12-15,Astralis,Natus Vincere,16,4,1,
2018-12-15,Bpro,Jordan's Money Crew,16,9,1,
2018-12-15,3DMAX,Red Reserve,7,16,2,
2018-12-15,3DMAX,Red Reserve,17,19,2,
2018-12-15,Bpro,Jordan's Money Crew,16,13,1,
2018-12-15,ALTERNATE aTTaX,expert,11,16,2,
2018-12-15,MIKSTURA,AGO,10,16,2,
2018-12-15,FaZe,NiP,15,15,2,
2018-12-15,Dragons,Queso,16,14,1,
2018-12-15,forZe,fnatic,4,16,2,
2018-12-15,forZe,fnatic,16,14,1,
2018-12-15,forZe,fnatic,23,25,2,
2018-12-15,MIKSTURA,AGO,8,16,2,
2018-12-15,MIKSTURA,AGO,2,16,2,
2018-12-15,Dragons,Queso,16,6,1,
2018-12-14,Chosen5,INTZ,8,16,2,
2018-12-14,FrostFire,TNC,14,16,2,
2018-12-14,Energy,5POWER,3,16,2,
2018-12-14,Energy,5POWER,3,16,2,
2018-12-14,Alpha Red,Revolution,16,9,1,
2018-12-14,Alpha Red,Revolution,16,8,1,
2018-12-14,BOOT-d[S],INTZ,4,16,2,
2018-12-14,BOOT-d[S],INTZ,10,16,2,
2018-12-14,x-kom,PACT,16,6,1,
2018-12-14,FrostFire,TNC,20,22,2,
2018-12-14,AVANGAR,G2,12,16,2,
2018-12-14,AVANGAR,G2,9,16,2,
2018-12-14,AVANGAR,G2,16,4,1,
2018-12-14,x-kom,PACT,16,1,1,
2018-12-14,HellRaisers,BOOT-d[S],16,10,1,
2018-12-14,x-kom,PACT,12,16,2,
2018-12-14,Chosen5,INTZ,9,16,2,
2018-12-14,Sharks,5POWER,16,5,1,
2018-12-14,Revolution,FrostFire,8,16,2,
2018-12-14,TNC,BOOM,16,2,1,
2018-12-14,Chaos,HAVU,10,16,2,
2018-12-14,Isurus,WePlayGames,16,7,1,
2018-12-14,Isurus,WePlayGames,16,11,1,
2018-12-14,Isurus,WePlayGames,7,16,2,
2018-12-14,Alpha Red,Vindicta,16,1,1,
2018-12-14,Ghost,Test Takers,10,16,2,
2018-12-14,Ghost,Test Takers,12,16,2,
2018-12-14,Singularity,Bravado,14,16,2,
2018-12-14,Singularity,Bravado,12,16,2,
2018-12-14,Swole Patrol,Spacestation,19,16,1,
2018-12-14,Swole Patrol,Spacestation,16,13,1,
2018-12-14,Rogue,TeamOne,12,16,2,
2018-12-14,Rogue,TeamOne,8,16,2,
2018-12-14,Niknexus,Retired,16,13,1,
2018-12-14,Niknexus,Retired,16,7,1,
2018-12-14,Chaos,HAVU,14,16,2,
2018-12-14,TYLOO,Sharks,6,16,2,
2018-12-14,3DMAX,Red Reserve,16,8,1,
2018-12-14,KUURA,x6tence Galaxy,13,16,2,
2018-12-14,MIBR,Cloud9,14,16,2,
2018-12-14,Natus Vincere,NiP,16,12,1,
2018-12-14,forZe,INTZ,16,3,1,
2018-12-14,forZe,INTZ,16,4,1,
2018-12-14,Tricked,x6tence Galaxy,11,16,2,
2018-12-14,MIBR,NiP,16,6,1,
2018-12-14,FaZe,Cloud9,12,16,2,
2018-12-14,Astralis,Natus Vincere,16,9,1,
2018-12-14,Swole Patrol,TeamOne,11,16,2,
2018-12-14,Swole Patrol,TeamOne,9,16,2,
2018-12-14,DETONA,Imperial,16,7,1,
2018-12-14,DETONA,Imperial,16,9,1,
2018-12-14,Bravado,Test Takers,16,7,1,
2018-12-14,Bravado,Test Takers,10,16,2,
2018-12-14,3DMAX,Red Reserve,13,16,2,
2018-12-14,Astralis,FaZe,16,4,1,
2018-12-14,Tricked,x6tence Galaxy,7,16,2,
2018-12-14,KUURA,x6tence Galaxy,16,12,1,
2018-12-14,HellRaisers,G2,14,16,2,
2018-12-14,Bravado,Test Takers,16,1,1,
2018-12-14,KUURA,x6tence Galaxy,8,16,2,
2018-12-14,Sharks,5POWER,13,16,2,
2018-12-14,AGO,x-kom,16,5,1,
2018-12-14,AGO,x-kom,16,5,1,
2018-12-14,Windigo,Winstrike,16,8,1,
2018-12-14,Windigo,Winstrike,19,15,1,
2018-12-14,Sharks,5POWER,19,15,1,
2018-12-14,HellRaisers,G2,9,16,2,
2018-12-14,Tricked,LDLC,16,7,1,
2018-12-14,TYLOO,Sharks,14,16,2,
2018-12-14,pro100,Nemiga,19,16,1,
2018-12-14,pro100,Nemiga,19,16,1,
2018-12-14,Tricked,LDLC,13,16,2,
2018-12-13,G2,forZe,11,16,2,
2018-12-13,x-kom,Virtus.pro,16,12,1,
2018-12-13,x-kom,Virtus.pro,16,8,1,
2018-12-13,x-kom,Virtus.pro,10,16,2,
2018-12-13,LDLC,ENCE,13,16,2,
2018-12-13,LDLC,ENCE,6,16,2,
2018-12-13,LDLC,ENCE,16,14,1,
2018-12-13,HellRaisers,Chosen5,16,6,1,
2018-12-13,MIKSTURA,Fragsters,14,16,2,
2018-12-13,Revolution,Vindicta,16,8,1,
2018-12-13,fnatic,Energy,16,3,1,
2018-12-13,MIKSTURA,Fragsters,13,16,2,
2018-12-13,Sprout,Kinguin,12,16,2,
2018-12-13,Sprout,Kinguin,9,16,2,
2018-12-13,ALTERNATE aTTaX,3DMAX,6,16,2,
2018-12-13,ALTERNATE aTTaX,3DMAX,17,19,2,
2018-12-13,Alpha Red,TNC,16,3,1,
2018-12-13,AVANGAR,ShotCallers,16,3,1,
2018-12-13,NRG,Singularity,16,14,1,
2018-12-13,Vindicta,The Foxes,16,7,1,
2018-12-13,Alpha Red,BOOM,16,10,1,
2018-12-13,WePlayGames,Wild,9,16,2,
2018-12-13,WePlayGames,Wild,2,16,2,
2018-12-13,FrostFire,TNC,14,16,2,
2018-12-13,NRG,Singularity,16,7,1,
2018-12-13,DETONA,FURIA Inagame,16,10,1,
2018-12-13,DETONA,FURIA Inagame,16,9,1,
2018-12-13,DETONA,FURIA Inagame,6,16,2,
2018-12-13,Swole Patrol,FURIA,9,16,2,
2018-12-13,Swole Patrol,FURIA,15,19,2,
2018-12-13,eUnited,Ghost,16,5,1,
2018-12-13,eUnited,Ghost,12,16,2,
2018-12-13,eUnited,Ghost,16,9,1,
2018-12-13,ETHEREAL,Final Feature,2,16,2,
2018-12-13,ETHEREAL,Final Feature,14,16,2,
2018-12-13,Rogue,Envy,10,16,2,
2018-12-13,Rogue,Envy,16,14,1,
2018-12-13,Rogue,Envy,14,16,2,
2018-12-13,NASR,Grayhound,10,16,2,
2018-12-13,x6tence Galaxy,HAVU,1,16,2,
2018-12-13,Heroic,ENCE,7,16,2,
2018-12-13,Valiance,Fragsters,16,12,1,
2018-12-13,Endpoint,x6tence Galaxy,12,16,2,
2018-12-13,Winstrike,Windigo Academy,19,15,1,
2018-12-13,Winstrike,Windigo Academy,16,8,1,
2018-12-13,Vitality,Kinguin,16,12,1,
2018-12-13,Vitality,Kinguin,14,16,2,
2018-12-13,Vitality,Kinguin,16,5,1,
2018-12-13,OFFSET,GUNRUNNERS,18,22,2,
2018-12-13,Heroic,ENCE,1,16,2,
2018-12-13,OFFSET,GUNRUNNERS,8,16,2,
2018-12-13,fnatic,Sharks,16,8,1,
2018-12-13,Bravado,Luminosity,16,12,1,
2018-12-13,Bravado,Luminosity,16,12,1,
2018-12-13,Test Takers,Mythic,16,13,1,
2018-12-13,Test Takers,Mythic,16,11,1,
2018-12-13,iNTACT,Spacestation,8,16,2,
2018-12-13,iNTACT,Spacestation,13,16,2,
2018-12-13,iNTACT,Spacestation,16,7,1,
2018-12-13,Endpoint,x6tence Galaxy,10,16,2,
2018-12-13,OFFSET,GUNRUNNERS,16,13,1,
2018-12-13,Valiance,Fragsters,16,8,1,
2018-12-13,ex-Space Soldiers,x-kom,19,17,1,
2018-12-13,Vitality,AGO,16,10,1,
2018-12-13,Sharks,5POWER,16,4,1,
2018-12-13,Vitality,AGO,16,4,1,
2018-12-13,G2,ShotCallers,16,9,1,
2018-12-13,G2,ShotCallers,16,14,1,
2018-12-13,x6tence Galaxy,HAVU,14,16,2,
2018-12-13,Revolution,Alpha Red,11,16,2,
2018-12-13,TYLOO,Grayhound,16,14,1,
2018-12-13,ex-Space Soldiers,x-kom,16,7,1,
2018-12-13,expert,ALTERNATE aTTaX,16,11,1,
2018-12-13,Nemiga,3DMAX,14,16,2,
2018-12-13,Nemiga,3DMAX,16,4,1,
2018-12-13,Nemiga,3DMAX,11,16,2,
2018-12-13,INTZ,BOOT-d[S],7,16,2,
2018-12-13,AVANGAR,forZe,8,16,2,
2018-12-13,expert,ALTERNATE aTTaX,11,16,2,
2018-12-12,Fragsters,Heroic,7,16,2,
2018-12-12,Fragsters,Heroic,14,16,2,
2018-12-12,OpTic,MIKSTURA,16,11,1,
2018-12-12,AGO,Windigo Academy,16,7,1,
2018-12-12,OpTic,MIKSTURA,16,12,1,
2018-12-12,Sprout,North,6,16,2,
2018-12-12,Sprout,North,7,16,2,
2018-12-12,Vexed,expert,16,9,1,
2018-12-12,Vexed,expert,16,12,1,
2018-12-12,PACT,Conquer,16,11,1,
2018-12-12,Kinguin,ex-Space Soldiers,9,16,2,
2018-12-12,Kinguin,ex-Space Soldiers,7,16,2,
2018-12-12,Valiance,Windigo,6,16,2,
2018-12-12,Valiance,Windigo,9,16,2,
2018-12-12,Virtus.pro,Vitality,19,17,1,
2018-12-12,EURONICS,HAVU,16,9,1,
2018-12-12,EURONICS,HAVU,11,16,2,
2018-12-12,PACT,Conquer,16,13,1,
2018-12-12,AGO,Windigo Academy,16,13,1,
2018-12-12,Virtus.pro,Vitality,5,16,2,
2018-12-12,Windigo,ENCE,16,9,1,
2018-12-12,Virtus.pro,Vitality,1,16,2,
2018-12-12,Windigo,ENCE,16,11,1,
2018-12-12,Vexed,x-kom,6,16,2,
2018-12-12,Vireo.pro,Rogue,10,16,2,
2018-12-12,Vireo.pro,Rogue,12,16,2,
2018-12-12,DETONA,FURIA Inagame,16,7,1,
2018-12-12,DETONA,FURIA Inagame,16,13,1,
2018-12-12,Singularity,Mythic,16,6,1,
2018-12-12,Singularity,Mythic,16,7,1,
2018-12-12,Singularity,Mythic,20,22,2,
2018-12-12,FURIA,Envy,16,11,1,
2018-12-12,FURIA,Envy,21,25,2,
2018-12-12,FURIA,Envy,16,6,1,
2018-12-12,Breakaway,Paradox,16,7,1,
2018-12-12,Breakaway,Paradox,16,10,1,
2018-12-12,mousesports,x-kom,16,11,1,
2018-12-12,mousesports,x-kom,16,5,1,
2018-12-12,LDLC,Valiance,10,16,2,
2018-12-12,LDLC,Valiance,9,16,2,
2018-12-12,Vexed,x-kom,16,19,2,
2018-12-12,Kinguin,ex-Space Soldiers,16,13,1,
2018-12-12,mousesports,Vitality,16,10,1,
2018-12-12,FURIA,Luminosity,16,9,1,
2018-12-12,Spacestation,Singularity,2,16,2,
2018-12-12,NRG,iNTACT,16,5,1,
2018-12-12,NRG,iNTACT,16,13,1,
2018-12-12,Rogue,Test Takers,19,16,1,
2018-12-12,Rogue,Test Takers,16,5,1,
2018-12-12,Swole Patrol,Bravado,16,4,1,
2018-12-12,Swole Patrol,Bravado,9,16,2,
2018-12-12,FURIA,Luminosity,16,11,1,
2018-12-12,Old Guys Club,eUnited,8,16,2,
2018-12-12,3DMAX,pro100,16,19,2,
2018-12-12,Old Guys Club,eUnited,19,17,1,
2018-12-12,Old Guys Club,eUnited,2,16,2,
2018-12-12,Mythic,Envy,11,16,2,
2018-12-12,Mythic,Envy,11,16,2,
2018-12-12,Mythic,Envy,16,14,1,
2018-12-12,Ghost,TeamOne,16,7,1,
2018-12-12,Ghost,TeamOne,10,16,2,
2018-12-12,mousesports,Vitality,16,14,1,
2018-12-12,Spacestation,Singularity,9,16,2,
2018-12-12,Swole Patrol,Bravado,16,7,1,
2018-12-12,3DMAX,pro100,16,13,1,
2018-12-12,Ghost,TeamOne,16,13,1,
2018-12-12,3DMAX,pro100,22,19,1,
2018-12-12,Granit,Izako Boars,1,16,2,
2018-12-12,Granit,Izako Boars,16,19,2,
2018-12-12,Virtus.pro,Nemiga,11,16,2,
2018-12-12,Virtus.pro,Nemiga,3,16,2,
2018-12-12,ALTERNATE aTTaX,x6tence Galaxy,9,16,2,
2018-12-12,ALTERNATE aTTaX,x6tence Galaxy,16,9,1,
2018-12-12,ALTERNATE aTTaX,x6tence Galaxy,22,25,2,
2018-12-12,North,ex-Space Soldiers,16,13,1,
2018-12-12,mousesports,Vitality,7,16,2,
2018-12-12,North,ex-Space Soldiers,16,7,1,
2018-12-12,Windigo,HAVU,16,13,1,
2018-12-12,Windigo,HAVU,16,13,1,
2018-12-12,OpTic,Heroic,19,16,1,
2018-12-12,OpTic,Heroic,16,3,1,
2018-12-12,OpTic,Heroic,14,16,2,
2018-12-12,W7M,Isurus,16,9,1,
2018-12-12,W7M,Isurus,16,6,1,
2018-12-11,DreamEaters,Red Reserve,8,16,2,
2018-12-11,AVANT,Paradox,10,16,2,
2018-12-11,Windigo,ALTERNATE aTTaX,16,11,1,
2018-12-11,Windigo,ALTERNATE aTTaX,12,16,2,
2018-12-11,Gambit,Sprout,7,16,2,
2018-12-11,DreamEaters,Red Reserve,13,16,2,
2018-12-11,Gambit,Sprout,19,16,1,
2018-12-11,Gambit,Sprout,16,12,1,
2018-12-11,Big Frames,ETHEREAL,7,16,2,
2018-12-11,AVANT,Paradox,14,16,2,
2018-12-11,FURIA Inagame,Duck Nutz,16,11,1,
2018-12-11,Big Frames,ETHEREAL,16,8,1,
2018-12-11,Big Frames,ETHEREAL,8,16,2,
2018-12-11,FURIA Inagame,Duck Nutz,16,12,1,
2018-12-11,Chaos,Epsilon,16,11,1,
2018-12-11,Singularity,FURIA,8,16,2,
2018-12-11,Singularity,FURIA,4,16,2,
2018-12-11,Envy,Mythic,16,14,1,
2018-12-11,Envy,Mythic,22,19,1,
2018-12-11,FURIA Inagame,DETONA,11,16,2,
2018-12-11,Chaos,Epsilon,16,1,1,
2018-12-11,FURIA Inagame,DETONA,10,16,2,
2018-12-11,AGO,EURONICS,18,22,2,
2018-12-11,x6tence Galaxy,PACT,16,12,1,
2018-12-11,AGO,EURONICS,16,12,1,
2018-12-11,Copenhagen Flames,HAVU,8,16,2,
2018-12-11,Copenhagen Flames,HAVU,16,6,1,
2018-12-11,Copenhagen Flames,HAVU,16,4,1,
2018-12-11,Red Reserve,AGO,16,14,1,
2018-12-11,Winstrike,Endpoint,16,12,1,
2018-12-11,Winstrike,Endpoint,16,10,1,
2018-12-11,x6tence Galaxy,PACT,16,9,1,
2018-12-11,x6tence Galaxy,PACT,14,16,2,
2018-12-11,Red Reserve,AGO,16,7,1,
2018-12-11,unknown,Movistar Riders,5,16,2,
2018-12-11,Vitality,Winstrike,16,5,1,
2018-12-11,Vitality,Winstrike,14,16,2,
2018-12-11,Vitality,Winstrike,16,7,1,
2018-12-11,HAVU,Vexed,16,13,1,
2018-12-11,HAVU,Vexed,16,8,1,
2018-12-11,NoChance,Sprout,16,12,1,
2018-12-11,NoChance,Sprout,16,13,1,
2018-12-11,unknown,Movistar Riders,3,16,2,
2018-12-10,Masked,Final Feature,6,16,2,
2018-12-10,Vexed,ALTERNATE aTTaX,13,16,2,
2018-12-10,Vitality,x6tence Galaxy,16,13,1,
2018-12-10,Vitality,x6tence Galaxy,16,5,1,
2018-12-10,Breakaway,Genuine,16,2,1,
2018-12-10,Breakaway,Genuine,16,6,1,
2018-12-10,Vireo.pro,Spacestation,16,5,1,
2018-12-10,Masked,Final Feature,13,16,2,
2018-12-10,Rogue,TeamOne,15,19,2,
2018-12-10,Rogue,TeamOne,12,16,2,
2018-12-10,Vireo.pro,Spacestation,16,10,1,
2018-12-10,Epsilon,Endpoint,14,16,2,
2018-12-10,Vexed,ALTERNATE aTTaX,2,16,2,
2018-12-10,Epsilon,Endpoint,9,16,2,
2018-12-10,NOORG,Turma do Pagode,16,3,1,
2018-12-10,Red Reserve,HAVU,16,8,1,
2018-12-10,NOORG,Turma do Pagode,16,4,1,
2018-12-10,HAVU,x6tence Galaxy,16,5,1,
2018-12-10,HAVU,x6tence Galaxy,11,16,2,
2018-12-10,HAVU,x6tence Galaxy,16,0,1,
2018-12-10,Red Reserve,HAVU,13,16,2,
2018-12-10,Valiance,Vitality,9,16,2,
2018-12-10,Valiance,Vitality,16,8,1,
2018-12-10,Valiance,Vitality,16,9,1,
2018-12-10,LAN DODGERS,NoChance,1,16,2,
2018-12-10,LAN DODGERS,NoChance,7,16,2,
2018-12-10,Epsilon,Endpoint,16,10,1,
2018-12-09,Spirit,Red Reserve,16,4,1,
2018-12-09,AVANGAR,Windigo,17,19,2,
2018-12-09,Spirit,Red Reserve,16,8,1,
2018-12-09,Spirit,Red Reserve,7,16,2,
2018-12-09,Astralis,Liquid,16,10,1,
2018-12-09,Vega Squadron,AVANGAR,4,16,2,
2018-12-09,Vega Squadron,AVANGAR,9,16,2,
2018-12-09,AVANGAR,Windigo,16,10,1,
2018-12-09,AVANGAR,Windigo,16,10,1,
2018-12-09,Astralis,Liquid,16,11,1,
2018-12-09,Valiance,Epsilon,16,8,1,
2018-12-09,Valiance,Epsilon,16,8,1,
2018-12-09,Chaos,Winstrike,0,16,2,
2018-12-09,Chaos,Winstrike,10,16,2,
2018-12-09,Vega Squadron,Sprout,16,8,1,
2018-12-09,Vega Squadron,Sprout,19,15,1,
2018-12-09,Spacestation,TeamOne,16,13,1,
2018-12-09,Spacestation,TeamOne,3,16,2,
2018-12-09,Spacestation,TeamOne,12,16,2,
2018-12-09,Astralis,Liquid,16,11,1,
2018-12-09,3DMAX,Singularity,19,16,1,
2018-12-09,Astralis,Liquid,8,16,2,
2018-12-09,Nemiga,GoodJob,16,14,1,
2018-12-09,Kinguin,3DMAX,8,16,2,
2018-12-09,Kinguin,3DMAX,16,12,1,
2018-12-09,Gambit,NoChance,16,7,1,
2018-12-09,3DMAX,Singularity,16,5,1,
2018-12-09,GTZ Bulls,Flow,5,16,2,
2018-12-09,GTZ Bulls,Flow,19,22,2,
2018-12-09,forZe,Windigo,14,16,2,
2018-12-09,forZe,Windigo,6,16,2,
2018-12-09,Kinguin,3DMAX,5,16,2,
2018-12-09,Nemiga,GoodJob,12,16,2,
2018-12-09,Nemiga,GoodJob,6,16,2,
2018-12-09,Nemiga,GoodJob,16,12,1,
2018-12-09,Grayhound,Kinguin,12,16,2,
2018-12-09,Grayhound,Kinguin,22,19,1,
2018-12-09,Grayhound,Kinguin,13,16,2,
2018-12-09,Gambit,NoChance,16,10,1,
2018-12-09,Nemiga,GoodJob,16,14,1,
2018-12-08,Bpro,Locastic,16,7,1,
2018-12-08,Astralis,mousesports,16,5,1,
2018-12-08,Sprout,LAN DODGERS,16,1,1,
2018-12-08,Windigo,Nexus,16,10,1,
2018-12-08,Granit,Lilmix,20,22,2,
2018-12-08,Granit,Lilmix,9,16,2,
2018-12-08,Ground Zero,Chiefs,17,19,2,
2018-12-08,Bpro,Locastic,16,12,1,
2018-12-08,Ground Zero,Chiefs,13,16,2,
2018-12-08,Ground Zero,Chiefs,16,10,1,
2018-12-08,Vireo.pro,cantwinalan,16,12,1,
2018-12-08,Vireo.pro,cantwinalan,16,11,1,
2018-12-08,Singularity,Grayhound,12,16,2,
2018-12-08,Astralis,mousesports,16,12,1,
2018-12-08,Windigo,Nexus,16,9,1,
2018-12-08,Sprout,LAN DODGERS,16,6,1,
2018-12-08,MIBR,Liquid,2,16,2,
2018-12-08,Windigo,Bpro,16,7,1,
2018-12-08,Rogue,Vireo.pro,16,14,1,
2018-12-08,Rogue,Vireo.pro,16,9,1,
2018-12-08,Singularity,Virtus.pro,16,6,1,
2018-12-08,Kinguin,Vireo.pro,16,13,1,
2018-12-08,Kinguin,Vireo.pro,16,9,1,
2018-12-08,Singularity,Virtus.pro,16,11,1,
2018-12-08,MIBR,Liquid,8,16,2,
2018-12-08,Virtus.pro,Swole Patrol,16,11,1,
2018-12-08,Virtus.pro,Swole Patrol,5,16,2,
2018-12-08,Virtus.pro,Swole Patrol,16,13,1,
2018-12-08,Windigo,Bpro,16,12,1,
2018-12-08,Windigo,Bpro,10,16,2,
2018-12-07,Nemiga,Flow,19,16,1,
2018-12-07,DETONA,Rejected,16,1,1,
2018-12-07,DETONA,Rejected,16,7,1,
2018-12-07,3DMAX,Vireo.pro,16,9,1,
2018-12-07,cantwinalan,Kinguin,7,16,2,
2018-12-07,Renegades,mousesports,9,16,2,
2018-12-07,Renegades,mousesports,14,16,2,
2018-12-07,Renegades,mousesports,16,4,1,
2018-12-07,Swole Patrol,Grayhound,13,16,2,
2018-12-07,Nemiga,Flow,16,2,1,
2018-12-07,Virtus.pro,Singularity,5,16,2,
2018-12-07,Copenhagen Flames,OFFSET,16,8,1,
2018-12-07,Copenhagen Flames,OFFSET,16,14,1,
2018-12-07,Liquid,Natus Vincere,16,6,1,
2018-12-07,Liquid,Natus Vincere,16,4,1,
2018-12-07,3DMAX,Kinguin,19,15,1,
2018-12-07,Nemiga,Flow,7,16,2,
2018-12-06,Sharks,Natus Vincere,9,16,2,
2018-12-06,HAVU,forZe,6,16,2,
2018-12-06,Ghost,NRG,14,16,2,
2018-12-06,Tricked,ALTERNATE aTTaX,16,12,1,
2018-12-06,Tricked,ALTERNATE aTTaX,16,12,1,
2018-12-06,Renegades,G2,16,8,1,
2018-12-06,Renegades,G2,16,13,1,
2018-12-06,Renegades,G2,10,16,2,
2018-12-06,EURONICS,LDLC,10,16,2,
2018-12-06,HAVU,forZe,14,16,2,
2018-12-06,Astralis,Liquid,16,8,1,
